"","ensembl_gene_id","rnorvegicus_homolog_ensembl_gene"
"58886","ENSMUSG00000027347","ENSRNOG00000005404"
"58887","ENSMUSG00000032946","ENSRNOG00000021098"
"58889","ENSMUSG00000071042","ENSRNOG00000032703"
"58890","ENSMUSG00000030589","ENSRNOG00000033744"
"58891","ENSMUSG00000044562","ENSRNOG00000021004"
"58892","ENSMUSG00000034209","ENSRNOG00000008951"
"58895","ENSMUSG00000029641","ENSRNOG00000000956"
"58896","ENSMUSG00000049907","ENSRNOG00000002097"
"58897","ENSMUSG00000041696","ENSRNOG00000032339"
"58898","ENSMUSG00000083649","ENSRNOG00000032913"
"58899","ENSMUSG00000010067","ENSRNOG00000021548"
"58900","ENSMUSG00000098132","ENSRNOG00000014847"
"58901","ENSMUSG00000027339","ENSRNOG00000021261"
"58902","ENSMUSG00000025795","ENSRNOG00000005388"
"58903","ENSMUSG00000042129","ENSRNOG00000013526"
"58904","ENSMUSG00000026430","ENSRNOG00000005342"
"58905","ENSMUSG00000029370","ENSRNOG00000002866"
"58906","ENSMUSG00000038618","ENSRNOG00000017109"
"58907","ENSMUSG00000030259","ENSRNOG00000015986"
"58908","ENSMUSG00000044921","ENSRNOG00000038574"
"58910","ENSMUSG00000035275","ENSRNOG00000023812"
"58911","ENSMUSG00000024518","ENSRNOG00000016944"
"58913","ENSMUSG00000022105","ENSRNOG00000016029"
"58914","ENSMUSG00000025907","ENSRNOG00000006833"
"58915","ENSMUSG00000061898","ENSRNOG00000001099"
"58917","ENSMUSG00000057236","ENSRNOG00000021492"
"58918","ENSMUSG00000026439","ENSRNOG00000021289"
"58919","ENSMUSG00000030779","ENSRNOG00000012806"
"58920","ENSMUSG00000031353","ENSRNOG00000005157"
"58921","ENSMUSG00000041238","ENSRNOG00000012899"
"58922","ENSMUSG00000038980","ENSRNOG00000057245"
"58923","ENSMUSG00000027428","ENSRNOG00000007972"
"58924","ENSMUSG00000027466","ENSRNOG00000006695"
"58925","ENSMUSG00000024570","ENSRNOG00000055647"
"58927","ENSMUSG00000008658","ENSRNOG00000002827"
"58928","ENSMUSG00000033565","ENSRNOG00000004688"
"58929","ENSMUSG00000025576","ENSRNOG00000003386"
"58930","ENSMUSG00000078784","ENSRNOG00000038902"
"58931","ENSMUSG00000029136","ENSRNOG00000004710"
"58932","ENSMUSG00000027641","ENSRNOG00000006921"
"58933","ENSMUSG00000031666","ENSRNOG00000012153"
"58934","ENSMUSG00000031060","ENSRNOG00000008472"
"58935","ENSMUSG00000032940","ENSRNOG00000029147"
"58942","ENSMUSG00000006456","ENSRNOG00000045568"
"58943","ENSMUSG00000048109","ENSRNOG00000047499"
"58944","ENSMUSG00000074102","ENSRNOG00000014161"
"58945","ENSMUSG00000037197","ENSRNOG00000018767"
"58946","ENSMUSG00000026889","ENSRNOG00000006763"
"58947","ENSMUSG00000029594","ENSRNOG00000001397"
"58948","ENSMUSG00000043639","ENSRNOG00000014705"
"58949","ENSMUSG00000024604","ENSRNOG00000019235"
"58950","ENSMUSG00000038132","ENSRNOG00000046547"
"58951","ENSMUSG00000010608","ENSRNOG00000002871"
"58952","ENSMUSG00000022119","ENSRNOG00000009836"
"58953","ENSMUSG00000024491","ENSRNOG00000027250"
"58954","ENSMUSG00000029701","ENSRNOG00000005468"
"58955","ENSMUSG00000031167","ENSRNOG00000005387"
"58957","ENSMUSG00000095365","ENSRNOG00000003377"
"58958","ENSMUSG00000048271","ENSRNOG00000006718"
"58959","ENSMUSG00000033931","ENSRNOG00000020004"
"58960","ENSMUSG00000027510","ENSRNOG00000006420"
"58965","ENSMUSG00000031433","ENSRNOG00000057622"
"58966","ENSMUSG00000036733","ENSRNOG00000024278"
"58967","ENSMUSG00000036249","ENSRNOG00000004673"
"58968","ENSMUSG00000070732","ENSRNOG00000024878"
"58969","ENSMUSG00000042369","ENSRNOG00000010595"
"58970","ENSMUSG00000033882","ENSRNOG00000025823"
"58972","ENSMUSG00000070780","ENSRNOG00000002408"
"58973","ENSMUSG00000040302","ENSRNOG00000008980"
"58974","ENSMUSG00000033760","ENSRNOG00000061795"
"58975","ENSMUSG00000032580","ENSRNOG00000018153"
"58976","ENSMUSG00000032582","ENSRNOG00000018333"
"58979","ENSMUSG00000042396","ENSRNOG00000005710"
"58982","ENSMUSG00000026970","ENSRNOG00000008482"
"58983","ENSMUSG00000040043","ENSRNOG00000003076"
"58984","ENSMUSG00000039607","ENSRNOG00000025881"
"58985","ENSMUSG00000031134","ENSRNOG00000000866"
"58986","ENSMUSG00000031107","ENSRNOG00000007371"
"58992","ENSMUSG00000046402","ENSRNOG00000013794"
"58993","ENSMUSG00000032454","ENSRNOG00000013932"
"58994","ENSMUSG00000041534","ENSRNOG00000051911"
"58995","ENSMUSG00000024990","ENSRNOG00000015518"
"58996","ENSMUSG00000028996","ENSRNOG00000015850"
"59001","ENSMUSG00000017007","ENSRNOG00000026295"
"59002","ENSMUSG00000031586","ENSRNOG00000013328"
"59003","ENSMUSG00000032387","ENSRNOG00000015896"
"59004","ENSMUSG00000014550","ENSRNOG00000011391"
"59005","ENSMUSG00000022400","ENSRNOG00000058914"
"59008","ENSMUSG00000075376","ENSRNOG00000009196"
"59009","ENSMUSG00000022951","ENSRNOG00000001979"
"59010","ENSMUSG00000039601","ENSRNOG00000010350"
"59011","ENSMUSG00000059713","ENSRNOG00000018576"
"59012","ENSMUSG00000035469","ENSRNOG00000021712"
"59013","ENSMUSG00000022106","ENSRNOG00000015054"
"59014","ENSMUSG00000028896","ENSRNOG00000050106"
"59015","ENSMUSG00000061979","ENSRNOG00000001483"
"59016","ENSMUSG00000040945","ENSRNOG00000006327"
"59017","ENSMUSG00000038930","ENSRNOG00000042059"
"59018","ENSMUSG00000024889","ENSRNOG00000019468"
"59020","ENSMUSG00000024785","ENSRNOG00000015491"
"59021","ENSMUSG00000005973","ENSRNOG00000013452"
"59022","ENSMUSG00000032320","ENSRNOG00000015780"
"59023","ENSMUSG00000019539","ENSRNOG00000043007"
"59024","ENSMUSG00000037896","ENSRNOG00000008067"
"59027","ENSMUSG00000037395","ENSRNOG00000046445"
"59029","ENSMUSG00000040723","ENSRNOG00000003283"
"59030","ENSMUSG00000020907","ENSRNOG00000003633"
"59031","ENSMUSG00000049353","ENSRNOG00000050766"
"59033","ENSMUSG00000091402","ENSRNOG00000043031"
"59035","ENSMUSG00000025921","ENSRNOG00000006681"
"59036","ENSMUSG00000066441","ENSRNOG00000054770"
"59037","ENSMUSG00000021123","ENSRNOG00000056553"
"59038","ENSMUSG00000008435","ENSRNOG00000027919"
"59039","ENSMUSG00000020621","ENSRNOG00000039551"
"59045","ENSMUSG00000025350","ENSRNOG00000053850"
"59046","ENSMUSG00000040134","ENSRNOG00000004391"
"59047","ENSMUSG00000053773","ENSRNOG00000025767"
"59049","ENSMUSG00000010362","ENSRNOG00000020751"
"59050","ENSMUSG00000032050","ENSRNOG00000012237"
"59051","ENSMUSG00000074269","ENSRNOG00000009332"
"59052","ENSMUSG00000002324","ENSRNOG00000019503"
"59053","ENSMUSG00000028476","ENSRNOG00000014863"
"59054","ENSMUSG00000030243","ENSRNOG00000012602"
"59055","ENSMUSG00000033762","ENSRNOG00000032446"
"59056","ENSMUSG00000020752","ENSRNOG00000005107"
"59059","ENSMUSG00000052852","ENSRNOG00000008481"
"59060","ENSMUSG00000038555","ENSRNOG00000049629"
"59061","ENSMUSG00000019873","ENSRNOG00000000645"
"59062","ENSMUSG00000033589","ENSRNOG00000011373"
"59063","ENSMUSG00000005873","ENSRNOG00000020167"
"59064","ENSMUSG00000035504","ENSRNOG00000033262"
"59065","ENSMUSG00000059654","ENSRNOG00000006486"
"59067","ENSMUSG00000079516","ENSRNOG00000006360"
"59068","ENSMUSG00000071356","ENSRNOG00000006151"
"59069","ENSMUSG00000068341","ENSRNOG00000042570"
"59070","ENSMUSG00000030017","ENSRNOG00000006579"
"59071","ENSMUSG00000027876","ENSRNOG00000019046"
"59072","ENSMUSG00000020275","ENSRNOG00000054437"
"59073","ENSMUSG00000024927","ENSRNOG00000030888"
"59074","ENSMUSG00000002983","ENSRNOG00000033235"
"59075","ENSMUSG00000026319","ENSRNOG00000015508"
"59076","ENSMUSG00000047881","ENSRNOG00000002192"
"59077","ENSMUSG00000044024","ENSRNOG00000019575"
"59078","ENSMUSG00000042453","ENSRNOG00000021441"
"59079","ENSMUSG00000008318","ENSRNOG00000025075"
"59080","ENSMUSG00000000359","ENSRNOG00000007567"
"59081","ENSMUSG00000022176","ENSRNOG00000011646"
"59082","ENSMUSG00000070645","ENSRNOG00000002937"
"59083","ENSMUSG00000031387","ENSRNOG00000054765"
"59084","ENSMUSG00000040121","ENSRNOG00000001840"
"59085","ENSMUSG00000052751","ENSRNOG00000008239"
"59086","ENSMUSG00000019854","ENSRNOG00000059224"
"59087","ENSMUSG00000040855","ENSRNOG00000061508"
"59088","ENSMUSG00000029048","ENSRNOG00000014270"
"59089","ENSMUSG00000039852","ENSRNOG00000017940"
"59090","ENSMUSG00000030222","ENSRNOG00000027592"
"59091","ENSMUSG00000092164","ENSRNOG00000008130"
"59092","ENSMUSG00000032712","ENSRNOG00000036913"
"59093","ENSMUSG00000033061","ENSRNOG00000019704"
"59094","ENSMUSG00000029249","ENSRNOG00000002074"
"59095","ENSMUSG00000030110","ENSRNOG00000014751"
"59096","ENSMUSG00000012705","ENSRNOG00000001001"
"59097","ENSMUSG00000061100","ENSRNOG00000001955"
"59098","ENSMUSG00000022650","ENSRNOG00000032187"
"59099","ENSMUSG00000022651","ENSRNOG00000001943"
"59100","ENSMUSG00000022270","ENSRNOG00000057522"
"59101","ENSMUSG00000049339","ENSRNOG00000018586"
"59102","ENSMUSG00000017802","ENSRNOG00000020056"
"59103","ENSMUSG00000056666","ENSRNOG00000014090"
"59104","ENSMUSG00000026082","ENSRNOG00000018623"
"59105","ENSMUSG00000019841","ENSRNOG00000000593"
"59106","ENSMUSG00000058833","ENSRNOG00000019990"
"59110","ENSMUSG00000047417","ENSRNOG00000017916"
"59111","ENSMUSG00000032026","ENSRNOG00000018939"
"59112","ENSMUSG00000052406","ENSRNOG00000027867"
"59113","ENSMUSG00000030924","ENSRNOG00000014513"
"59114","ENSMUSG00000029191","ENSRNOG00000002855"
"59115","ENSMUSG00000023104","ENSRNOG00000001457"
"59116","ENSMUSG00000033970","ENSRNOG00000001088"
"59117","ENSMUSG00000022881","ENSRNOG00000001816"
"59118","ENSMUSG00000029363","ENSRNOG00000001134"
"59119","ENSMUSG00000043190","ENSRNOG00000012810"
"59120","ENSMUSG00000020696","ENSRNOG00000007596"
"59121","ENSMUSG00000024712","ENSRNOG00000022273"
"59122","ENSMUSG00000037962","ENSRNOG00000001011"
"59123","ENSMUSG00000020846","ENSRNOG00000006674"
"59124","ENSMUSG00000025158","ENSRNOG00000050298"
"59127","ENSMUSG00000052395","ENSRNOG00000021805"
"59128","ENSMUSG00000039316","ENSRNOG00000011321"
"59129","ENSMUSG00000025978","ENSRNOG00000015594"
"59131","ENSMUSG00000031706","ENSRNOG00000006049"
"59132","ENSMUSG00000024206","ENSRNOG00000045846"
"59133","ENSMUSG00000040929","ENSRNOG00000014486"
"59134","ENSMUSG00000020037","ENSRNOG00000051536"
"59135","ENSMUSG00000005774","ENSRNOG00000021012"
"59136","ENSMUSG00000019900","ENSRNOG00000027949"
"59137","ENSMUSG00000037674","ENSRNOG00000060367"
"59138","ENSMUSG00000057173","ENSRNOG00000058243"
"59139","ENSMUSG00000036120","ENSRNOG00000033318"
"59142","ENSMUSG00000022018","ENSRNOG00000042960"
"59143","ENSMUSG00000026482","ENSRNOG00000002347"
"59144","ENSMUSG00000041354","ENSRNOG00000000474"
"59145","ENSMUSG00000040146","ENSRNOG00000013027"
"59146","ENSMUSG00000070509","ENSRNOG00000012874"
"59147","ENSMUSG00000048027","ENSRNOG00000048190"
"59148","ENSMUSG00000023070","ENSRNOG00000007949"
"59149","ENSMUSG00000028468","ENSRNOG00000016309"
"59150","ENSMUSG00000021804","ENSRNOG00000012396"
"59151","ENSMUSG00000026358","ENSRNOG00000003895"
"59152","ENSMUSG00000030844","ENSRNOG00000042592"
"59154","ENSMUSG00000029101","ENSRNOG00000030568"
"59155","ENSMUSG00000051079","ENSRNOG00000003888"
"59156","ENSMUSG00000052087","ENSRNOG00000015616"
"59157","ENSMUSG00000026475","ENSRNOG00000027024"
"59158","ENSMUSG00000019775","ENSRNOG00000018690"
"59159","ENSMUSG00000026357","ENSRNOG00000003959"
"59160","ENSMUSG00000002458","ENSRNOG00000016547"
"59161","ENSMUSG00000026360","ENSRNOG00000003687"
"59162","ENSMUSG00000002459","ENSRNOG00000008100"
"59163","ENSMUSG00000098509","ENSRNOG00000056369"
"59164","ENSMUSG00000037627","ENSRNOG00000025551"
"59165","ENSMUSG00000059810","ENSRNOG00000024501"
"59166","ENSMUSG00000038530","ENSRNOG00000002773"
"59167","ENSMUSG00000026678","ENSRNOG00000002730"
"59168","ENSMUSG00000021219","ENSRNOG00000008082"
"59169","ENSMUSG00000026527","ENSRNOG00000021984"
"59170","ENSMUSG00000021719","ENSRNOG00000013389"
"59171","ENSMUSG00000042671","ENSRNOG00000002369"
"59172","ENSMUSG00000020599","ENSRNOG00000003800"
"59173","ENSMUSG00000056043","ENSRNOG00000012877"
"59174","ENSMUSG00000042641","ENSRNOG00000026952"
"59175","ENSMUSG00000023926","ENSRNOG00000050121"
"59176","ENSMUSG00000026142","ENSRNOG00000054963"
"59177","ENSMUSG00000039917","ENSRNOG00000001443"
"59178","ENSMUSG00000034175","ENSRNOG00000027032"
"59179","ENSMUSG00000020282","ENSRNOG00000020594"
"59180","ENSMUSG00000020806","ENSRNOG00000011459"
"59181","ENSMUSG00000025735","ENSRNOG00000019921"
"59182","ENSMUSG00000043333","ENSRNOG00000026592"
"59183","ENSMUSG00000017692","ENSRNOG00000005515"
"59185","ENSMUSG00000030549","ENSRNOG00000015526"
"59186","ENSMUSG00000028825","ENSRNOG00000017130"
"59187","ENSMUSG00000028945","ENSRNOG00000050578"
"59188","ENSMUSG00000023755","ENSRNOG00000054385"
"59189","ENSMUSG00000048668","ENSRNOG00000028517"
"59190","ENSMUSG00000030324","ENSRNOG00000011144"
"59191","ENSMUSG00000007815","ENSRNOG00000050519"
"59195","ENSMUSG00000054364","ENSRNOG00000021403"
"59196","ENSMUSG00000019944","ENSRNOG00000000633"
"59197","ENSMUSG00000022075","ENSRNOG00000017373"
"59198","ENSMUSG00000021589","ENSRNOG00000012414"
"59199","ENSMUSG00000002233","ENSRNOG00000012630"
"59200","ENSMUSG00000041845","ENSRNOG00000019220"
"59201","ENSMUSG00000029449","ENSRNOG00000042607"
"59202","ENSMUSG00000073982","ENSRNOG00000020393"
"59203","ENSMUSG00000029204","ENSRNOG00000002540"
"59204","ENSMUSG00000046768","ENSRNOG00000021919"
"59205","ENSMUSG00000024143","ENSRNOG00000015415"
"59206","ENSMUSG00000017686","ENSRNOG00000004093"
"59208","ENSMUSG00000039960","ENSRNOG00000053560"
"59209","ENSMUSG00000034226","ENSRNOG00000013380"
"59211","ENSMUSG00000053909","ENSRNOG00000040026"
"59218","ENSMUSG00000071766","ENSRNOG00000040033"
"59219","ENSMUSG00000050197","ENSRNOG00000028050"
"59261","ENSMUSG00000095180","ENSRNOG00000046548"
"59279","ENSMUSG00000022580","ENSRNOG00000007597"
"59280","ENSMUSG00000030494","ENSRNOG00000011885"
"59285","ENSMUSG00000025257","ENSRNOG00000003081"
"59286","ENSMUSG00000022431","ENSRNOG00000033502"
"59287","ENSMUSG00000038658","ENSRNOG00000016172"
"59288","ENSMUSG00000048330","ENSRNOG00000014691"
"59289","ENSMUSG00000025485","ENSRNOG00000013256"
"59290","ENSMUSG00000035620","ENSRNOG00000007323"
"59291","ENSMUSG00000050310","ENSRNOG00000011341"
"59292","ENSMUSG00000022323","ENSRNOG00000005437"
"59293","ENSMUSG00000036202","ENSRNOG00000054901"
"59294","ENSMUSG00000028139","ENSRNOG00000037310"
"59295","ENSMUSG00000038195","ENSRNOG00000003784"
"59296","ENSMUSG00000029392","ENSRNOG00000001055"
"59297","ENSMUSG00000029401","ENSRNOG00000001061"
"59298","ENSMUSG00000029420","ENSRNOG00000022893"
"59299","ENSMUSG00000071636","ENSRNOG00000030452"
"59300","ENSMUSG00000048899","ENSRNOG00000008625"
"59303","ENSMUSG00000041670","ENSRNOG00000011000"
"59305","ENSMUSG00000037386","ENSRNOG00000004201"
"59306","ENSMUSG00000032890","ENSRNOG00000011171"
"59307","ENSMUSG00000035226","ENSRNOG00000010868"
"59310","ENSMUSG00000001768","ENSRNOG00000010131"
"59311","ENSMUSG00000044456","ENSRNOG00000007062"
"59312","ENSMUSG00000024325","ENSRNOG00000000467"
"59313","ENSMUSG00000051735","ENSRNOG00000025354"
"59314","ENSMUSG00000028999","ENSRNOG00000022182"
"59315","ENSMUSG00000021428","ENSRNOG00000014049"
"59316","ENSMUSG00000116564","ENSRNOG00000012692"
"59317","ENSMUSG00000024404","ENSRNOG00000023376"
"59318","ENSMUSG00000046791","ENSRNOG00000010126"
"59319","ENSMUSG00000022724","ENSRNOG00000001680"
"59320","ENSMUSG00000021408","ENSRNOG00000017787"
"59321","ENSMUSG00000041135","ENSRNOG00000009389"
"59322","ENSMUSG00000022221","ENSRNOG00000020465"
"59323","ENSMUSG00000005251","ENSRNOG00000001618"
"59324","ENSMUSG00000038604","ENSRNOG00000017604"
"59325","ENSMUSG00000036006","ENSRNOG00000018804"
"59326","ENSMUSG00000074577","ENSRNOG00000010791"
"59327","ENSMUSG00000072945","ENSRNOG00000061101"
"59328","ENSMUSG00000047897","ENSRNOG00000010004"
"59329","ENSMUSG00000022941","ENSRNOG00000001684"
"59330","ENSMUSG00000028057","ENSRNOG00000020232"
"59331","ENSMUSG00000057455","ENSRNOG00000017568"
"59332","ENSMUSG00000029600","ENSRNOG00000037720"
"59333","ENSMUSG00000039194","ENSRNOG00000016897"
"59334","ENSMUSG00000049878","ENSRNOG00000027921"
"59337","ENSMUSG00000039097","ENSRNOG00000060867"
"59338","ENSMUSG00000045232","ENSRNOG00000005911"
"59339","ENSMUSG00000024410","ENSRNOG00000012597"
"59340","ENSMUSG00000028229","ENSRNOG00000025145"
"59341","ENSMUSG00000036368","ENSRNOG00000006082"
"59344","ENSMUSG00000035367","ENSRNOG00000019108"
"59345","ENSMUSG00000037991","ENSRNOG00000021902"
"59346","ENSMUSG00000019763","ENSRNOG00000019501"
"59347","ENSMUSG00000002222","ENSRNOG00000028422"
"59352","ENSMUSG00000088088","ENSRNOG00000057527"
"59353","ENSMUSG00000088088","ENSRNOG00000057527"
"59356","ENSMUSG00000099021","ENSRNOG00000061096"
"59357","ENSMUSG00000099250","ENSRNOG00000058083"
"59359","ENSMUSG00000065037","ENSRNOG00000058555"
"59365","ENSMUSG00000021872","ENSRNOG00000010261"
"59366","ENSMUSG00000059648","ENSRNOG00000039543"
"59367","ENSMUSG00000068407","ENSRNOG00000042612"
"59368","ENSMUSG00000068392","ENSRNOG00000039500"
"59373","ENSMUSG00000021876","ENSRNOG00000025625"
"59376","ENSMUSG00000052382","ENSRNOG00000029516"
"59377","ENSMUSG00000020630","ENSRNOG00000008584"
"59378","ENSMUSG00000052926","ENSRNOG00000003504"
"59379","ENSMUSG00000021932","ENSRNOG00000009192"
"59380","ENSMUSG00000024925","ENSRNOG00000020700"
"59382","ENSMUSG00000066800","ENSRNOG00000027017"
"59386","ENSMUSG00000054855","ENSRNOG00000059857"
"59387","ENSMUSG00000001313","ENSRNOG00000020698"
"59388","ENSMUSG00000017144","ENSRNOG00000004624"
"59389","ENSMUSG00000041740","ENSRNOG00000001172"
"59390","ENSMUSG00000052656","ENSRNOG00000007272"
"59391","ENSMUSG00000028557","ENSRNOG00000057589"
"59392","ENSMUSG00000032217","ENSRNOG00000060750"
"59393","ENSMUSG00000010086","ENSRNOG00000002364"
"59397","ENSMUSG00000006418","ENSRNOG00000060821"
"59398","ENSMUSG00000028098","ENSRNOG00000000098"
"59399","ENSMUSG00000070426","ENSRNOG00000020175"
"59400","ENSMUSG00000039328","ENSRNOG00000023473"
"59401","ENSMUSG00000041528","ENSRNOG00000033378"
"59402","ENSMUSG00000033107","ENSRNOG00000057832"
"59403","ENSMUSG00000035890","ENSRNOG00000009028"
"59404","ENSMUSG00000031438","ENSRNOG00000055721"
"59405","ENSMUSG00000036503","ENSRNOG00000029209"
"59406","ENSMUSG00000020376","ENSRNOG00000046330"
"59409","ENSMUSG00000024317","ENSRNOG00000015645"
"59410","ENSMUSG00000083695","ENSRNOG00000004120"
"59411","ENSMUSG00000037075","ENSRNOG00000008987"
"59412","ENSMUSG00000060450","ENSRNOG00000045637"
"59413","ENSMUSG00000030788","ENSRNOG00000017900"
"59414","ENSMUSG00000020642","ENSRNOG00000007370"
"59415","ENSMUSG00000038068","ENSRNOG00000016123"
"59416","ENSMUSG00000019189","ENSRNOG00000004602"
"59417","ENSMUSG00000038876","ENSRNOG00000011588"
"59418","ENSMUSG00000078179","ENSRNOG00000042462"
"59419","ENSMUSG00000048234","ENSRNOG00000013946"
"59420","ENSMUSG00000047747","ENSRNOG00000003479"
"59421","ENSMUSG00000008482","ENSRNOG00000014127"
"59422","ENSMUSG00000047496","ENSRNOG00000014859"
"59423","ENSMUSG00000052949","ENSRNOG00000049862"
"59424","ENSMUSG00000025427","ENSRNOG00000048824"
"59425","ENSMUSG00000014470","ENSRNOG00000013777"
"59426","ENSMUSG00000040746","ENSRNOG00000003879"
"59427","ENSMUSG00000014074","ENSRNOG00000043345"
"59428","ENSMUSG00000058761","ENSRNOG00000026408"
"59429","ENSMUSG00000000365","ENSRNOG00000008059"
"59432","ENSMUSG00000021720","ENSRNOG00000043329"
"59433","ENSMUSG00000055850","ENSRNOG00000012035"
"59435","ENSMUSG00000044164","ENSRNOG00000018070"
"59436","ENSMUSG00000063851","ENSRNOG00000014861"
"59437","ENSMUSG00000020448","ENSRNOG00000019325"
"59438","ENSMUSG00000070661","ENSRNOG00000017244"
"59439","ENSMUSG00000020496","ENSRNOG00000049219"
"59440","ENSMUSG00000022280","ENSRNOG00000009658"
"59441","ENSMUSG00000028793","ENSRNOG00000000123"
"59442","ENSMUSG00000026484","ENSRNOG00000002454"
"59443","ENSMUSG00000028309","ENSRNOG00000006087"
"59444","ENSMUSG00000058498","ENSRNOG00000033722"
"59445","ENSMUSG00000044628","ENSRNOG00000010607"
"59446","ENSMUSG00000055385","ENSRNOG00000059010"
"59448","ENSMUSG00000070327","ENSRNOG00000029658"
"59449","ENSMUSG00000042790","ENSRNOG00000017151"
"59450","ENSMUSG00000003581","ENSRNOG00000004940"
"59451","ENSMUSG00000045078","ENSRNOG00000001101"
"59452","ENSMUSG00000063760","ENSRNOG00000013323"
"59453","ENSMUSG00000022120","ENSRNOG00000009690"
"59454","ENSMUSG00000028677","ENSRNOG00000019236"
"59455","ENSMUSG00000046490","ENSRNOG00000022964"
"59457","ENSMUSG00000089953","ENSRNOG00000040284"
"59458","ENSMUSG00000033967","ENSRNOG00000038445"
"59459","ENSMUSG00000043419","ENSRNOG00000021540"
"59461","ENSMUSG00000026171","ENSRNOG00000016886"
"59463","ENSMUSG00000047098","ENSRNOG00000019438"
"59464","ENSMUSG00000029130","ENSRNOG00000005691"
"59465","ENSMUSG00000029474","ENSRNOG00000001331"
"59466","ENSMUSG00000035696","ENSRNOG00000013956"
"59467","ENSMUSG00000036492","ENSRNOG00000000781"
"59468","ENSMUSG00000029110","ENSRNOG00000013930"
"59469","ENSMUSG00000030816","ENSRNOG00000018840"
"59470","ENSMUSG00000025373","ENSRNOG00000023456"
"59471","ENSMUSG00000034177","ENSRNOG00000007606"
"59472","ENSMUSG00000034928","ENSRNOG00000017641"
"59473","ENSMUSG00000015478","ENSRNOG00000000438"
"59474","ENSMUSG00000029634","ENSRNOG00000000968"
"59475","ENSMUSG00000051234","ENSRNOG00000011663"
"59477","ENSMUSG00000020521","ENSRNOG00000003805"
"59478","ENSMUSG00000032850","ENSRNOG00000001124"
"59479","ENSMUSG00000028274","ENSRNOG00000007867"
"59480","ENSMUSG00000038650","ENSRNOG00000016416"
"59481","ENSMUSG00000071573","ENSRNOG00000020705"
"59482","ENSMUSG00000009535","ENSRNOG00000016698"
"59483","ENSMUSG00000027981","ENSRNOG00000017310"
"59484","ENSMUSG00000041926","ENSRNOG00000006720"
"59485","ENSMUSG00000026269","ENSRNOG00000045775"
"59486","ENSMUSG00000034681","ENSRNOG00000027239"
"59488","ENSMUSG00000077323","ENSRNOG00000053078"
"59496","ENSMUSG00000106147","ENSRNOG00000061360"
"59497","ENSMUSG00000065870","ENSRNOG00000059255"
"59522","ENSMUSG00000095892","ENSRNOG00000060577"
"59528","ENSMUSG00000064390","ENSRNOG00000052487"
"59529","ENSMUSG00000065701","ENSRNOG00000060430"
"59530","ENSMUSG00000064945","ENSRNOG00000056608"
"59531","ENSMUSG00000018199","ENSRNOG00000003434"
"59532","ENSMUSG00000022883","ENSRNOG00000029614"
"59533","ENSMUSG00000052516","ENSRNOG00000029598"
"59534","ENSMUSG00000032128","ENSRNOG00000030016"
"59537","ENSMUSG00000024290","ENSRNOG00000031092"
"59538","ENSMUSG00000020580","ENSRNOG00000004496"
"59539","ENSMUSG00000022540","ENSRNOG00000003125"
"59540","ENSMUSG00000071648","ENSRNOG00000019858"
"59543","ENSMUSG00000022832","ENSRNOG00000002187"
"59544","ENSMUSG00000022236","ENSRNOG00000042781"
"59545","ENSMUSG00000035305","ENSRNOG00000029449"
"59546","ENSMUSG00000021464","ENSRNOG00000053232"
"59547","ENSMUSG00000032238","ENSRNOG00000027145"
"59548","ENSMUSG00000036192","ENSRNOG00000013413"
"59549","ENSMUSG00000028150","ENSRNOG00000020836"
"59550","ENSMUSG00000019893","ENSRNOG00000000406"
"59551","ENSMUSG00000025900","ENSRNOG00000008807"
"59552","ENSMUSG00000046049","ENSRNOG00000046326"
"59553","ENSMUSG00000060090","ENSRNOG00000025428"
"59556","ENSMUSG00000000751","ENSRNOG00000003123"
"59557","ENSMUSG00000028884","ENSRNOG00000013005"
"59560","ENSMUSG00000018449","ENSRNOG00000006913"
"59561","ENSMUSG00000034032","ENSRNOG00000005483"
"59562","ENSMUSG00000033773","ENSRNOG00000023484"
"59563","ENSMUSG00000022466","ENSRNOG00000053405"
"59566","ENSMUSG00000026005","ENSRNOG00000038085"
"59567","ENSMUSG00000028174","ENSRNOG00000009582"
"59568","ENSMUSG00000028187","ENSRNOG00000015969"
"59569","ENSMUSG00000038510","ENSRNOG00000000587"
"59570","ENSMUSG00000031174","ENSRNOG00000003013"
"59572","ENSMUSG00000033282","ENSRNOG00000011829"
"59573","ENSMUSG00000029608","ENSRNOG00000001368"
"59574","ENSMUSG00000020847","ENSRNOG00000061429"
"59575","ENSMUSG00000053604","ENSRNOG00000005576"
"59579","ENSMUSG00000058443","ENSRNOG00000056765"
"59590","ENSMUSG00000060499","ENSRNOG00000032720"
"59591","ENSMUSG00000059291","ENSRNOG00000004163"
"59609","ENSMUSG00000012405","ENSRNOG00000008140"
"59629","ENSMUSG00000059070","ENSRNOG00000021035"
"59633","ENSMUSG00000045128","ENSRNOG00000018795"
"59677","ENSMUSG00000028936","ENSRNOG00000011104"
"59679","ENSMUSG00000039221","ENSRNOG00000011817"
"59680","ENSMUSG00000071415","ENSRNOG00000004107"
"59681","ENSMUSG00000058546","ENSRNOG00000033439"
"59706","ENSMUSG00000063316","ENSRNOG00000033603"
"59714","ENSMUSG00000030432","ENSRNOG00000017127"
"59742","ENSMUSG00000060036","ENSRNOG00000016896"
"59745","ENSMUSG00000058600","ENSRNOG00000005975"
"59755","ENSMUSG00000073702","ENSRNOG00000033024"
